bus,price,amount,cleared
71,19,4.0,4.0
71,18,9.0,9.0
71,18,4.0,4.0
71,18,2.0,2.0
71,17,7.0,7.0
71,16,3.0,3.0
71,15,5.0,5.0
71,15,5.0,5.0
71,14,6.0,6.0
71,14,2.0,2.0
71,13,4.0,4.0
71,13,2.0,2.0
71,12,8.0,0.0
71,12,8.0,0.0
71,12,2.0,0.0
71,11,8.0,0.0
71,9,1.0,0.0
71,8,3.0,0.0
71,8,2.0,0.0
71,7,4.0,0.0
71,5,2.0,0.0
71,4,9.0,0.0
72,24,3.0,3.0
72,23,6.0,6.0
72,23,3.0,3.0
72,21,9.0,9.0
72,21,8.0,8.0
72,21,3.0,3.0
72,20,8.0,8.0
72,20,5.0,5.0
72,19,8.0,8.0
72,18,4.0,4.0
72,18,1.0,1.0
72,17,10.0,10.0
72,16,8.0,8.0
72,15,1.0,1.0
72,14,13.0,13.0
72,14,2.0,2.0
72,14,2.0,2.0
72,14,2.0,2.0
72,13,5.0,5.0
72,12,4.0,4.0
72,10,8.0,8.0
72,8,7.0,7.0
72,6,6.0,0.0
72,6,2.0,0.0
72,5,6.0,0.0
72,5,5.0,0.0
72,4,1.0,0.0
72,3,2.0,0.0
72,2,4.0,0.0
72,2,3.0,0.0
73,23,1.0,1.0
73,22,9.0,9.0
73,18,5.0,5.0
73,17,14.0,14.0
73,17,7.0,7.0
73,15,8.0,0.0
73,15,3.0,0.0
73,15,3.0,0.0
73,15,1.0,0.0
73,15,1.0,0.0
73,14,9.0,0.0
73,14,8.0,0.0
73,13,8.0,0.0
73,13,1.0,0.0
73,12,6.0,0.0
73,11,8.0,0.0
73,9,4.0,0.0
73,7,5.0,0.0
73,7,3.0,0.0
73,7,3.0,0.0
73,5,15.0,0.0
73,4,6.0,0.0
73,3,9.0,0.0
73,3,5.0,0.0
73,3,2.0,0.0
73,3,1.0,0.0
73,2,5.0,0.0
73,2,1.0,0.0
74,24,3.0,3.0
74,22,3.0,3.0
74,21,8.0,8.0
74,21,8.0,8.0
74,21,5.0,5.0
74,19,1.0,1.0
74,18,2.0,2.0
74,16,6.0,6.0
74,16,6.0,6.0
74,15,4.0,4.0
74,15,1.0,1.0
74,14,3.0,3.0
74,12,9.0,0.0
74,12,1.0,0.0
74,10,3.0,0.0
74,9,3.0,0.0
74,8,10.0,0.0
74,8,1.0,0.0
74,6,2.0,0.0
74,3,1.0,0.0
74,2,4.0,0.0
74,2,2.0,0.0
77,24,12.0,12.0
77,24,5.0,5.0
77,21,3.0,3.0
77,19,10.0,10.0
77,18,2.0,2.0
77,17,6.0,6.0
77,17,4.0,4.0
77,15,5.0,5.0
77,15,2.0,2.0
77,13,4.0,4.0
77,13,3.0,3.0
77,10,4.0,4.0
77,8,5.0,5.0
77,8,2.0,2.0
77,7,6.0,6.0
77,7,2.0,2.0
77,5,10.0,10.0
77,5,4.0,4.0
77,2,9.0,0.0
77,2,6.0,0.0
78,19,3.0,3.0
78,18,9.0,9.0
78,14,3.0,3.0
78,13,4.0,4.0
78,12,7.0,7.0
78,12,5.0,5.0
78,12,1.0,1.0
78,10,1.0,1.0
78,9,3.0,3.0
78,5,1.0,1.0
78,3,5.0,0.0
79,24,8.0,8.0
79,23,10.0,10.0
79,23,1.0,1.0
79,22,5.0,5.0
79,22,5.0,5.0
79,21,9.0,9.0
79,21,3.0,3.0
79,19,2.0,2.0
79,18,9.0,9.0
79,18,7.0,7.0
79,18,1.0,1.0
79,17,2.0,2.0
79,16,3.0,3.0
79,16,2.0,2.0
79,15,4.0,4.0
79,15,3.0,3.0
79,15,3.0,3.0
79,14,3.0,3.0
79,14,2.0,2.0
79,13,6.0,6.0
79,13,3.0,3.0
79,12,9.0,9.0
79,9,8.0,8.0
79,8,2.0,0.0
79,7,3.0,0.0
79,6,12.0,0.0
79,5,1.0,0.0
79,4,2.0,0.0
79,3,6.0,0.0
79,3,4.0,0.0
79,3,3.0,0.0
80,22,4.0,4.0
80,22,4.0,4.0
80,19,8.0,8.0
80,18,4.0,4.0
80,17,12.0,12.0
80,8,3.0,3.0
80,7,6.0,6.0
80,7,5.0,5.0
80,6,3.0,3.0
80,2,4.0,0.0
81,24,5.0,5.0
81,24,3.0,3.0
81,24,1.0,1.0
81,22,9.0,9.0
81,21,6.0,6.0
81,20,5.0,5.0
81,20,4.0,4.0
81,19,6.0,6.0
81,19,5.0,5.0
81,19,5.0,5.0
81,18,2.0,2.0
81,17,4.0,4.0
81,16,2.0,2.0
81,15,1.0,1.0
81,12,9.0,9.0
81,12,4.0,4.0
81,12,3.0,3.0
81,12,3.0,3.0
81,11,5.0,0.0
81,11,4.0,0.0
81,4,7.0,0.0
81,4,2.0,0.0
81,3,6.0,0.0
81,3,6.0,0.0
81,3,2.0,0.0
81,3,1.0,0.0
81,2,10.0,0.0
81,2,1.0,0.0
81,2,1.0,0.0
85,24,6.0,6.0
85,24,3.0,3.0
85,24,1.0,1.0
85,21,7.0,7.0
85,20,6.0,6.0
85,17,6.0,6.0
85,17,5.0,5.0
85,16,2.0,2.0
85,14,2.0,2.0
85,13,2.0,2.0
85,11,2.0,0.0
85,10,7.0,0.0
85,10,3.0,0.0
85,8,8.0,0.0
85,7,13.0,0.0
85,7,10.0,0.0
85,7,1.0,0.0
85,5,2.0,0.0
85,4,4.0,0.0
85,3,2.0,0.0
85,3,1.0,0.0
85,2,4.0,0.0
85,2,2.0,0.0
86,24,4.0,4.0
86,24,2.0,2.0
86,23,6.0,6.0
86,19,1.0,1.0
86,18,1.0,1.0
86,17,4.0,4.0
86,17,4.0,4.0
86,15,1.0,1.0
86,14,6.0,6.0
86,12,7.0,7.0
86,11,4.0,0.0
86,11,3.0,0.0
86,7,2.0,0.0
86,7,2.0,0.0
86,7,1.0,0.0
86,6,2.0,0.0
86,5,8.0,0.0
86,4,3.0,0.0
87,24,1.0,1.0
87,23,12.0,12.0
87,23,1.0,1.0
87,19,4.0,4.0
87,18,2.0,2.0
87,17,3.0,3.0
87,15,8.0,8.0
87,15,1.0,1.0
87,14,9.0,9.0
87,12,2.0,2.0
87,10,3.0,3.0
87,9,4.0,0.0
87,8,4.0,0.0
87,8,2.0,0.0
87,8,2.0,0.0
87,7,3.0,0.0
87,5,1.0,0.0
87,4,3.0,0.0
87,4,2.0,0.0
87,3,15.0,0.0
88,22,4.0,4.0
88,22,3.0,3.0
88,21,6.0,6.0
88,20,3.0,3.0
88,19,4.0,4.0
88,17,9.0,9.0
88,17,3.0,3.0
88,17,2.0,2.0
88,16,8.0,8.0
88,16,4.0,4.0
88,16,1.0,1.0
88,14,2.0,2.0
88,14,1.0,1.0
88,10,4.0,0.0
88,2,1.0,0.0
89,24,12.0,12.0
89,23,10.0,10.0
89,23,4.0,4.0
89,23,1.0,1.0
89,22,5.0,5.0
89,20,4.0,4.0
89,19,10.0,10.0
89,19,5.0,5.0
89,19,4.0,4.0
89,19,3.0,3.0
89,16,4.0,4.0
89,14,3.0,3.0
89,13,1.0,1.0
89,12,5.0,5.0
89,12,1.0,1.0
89,8,8.0,0.0
89,8,4.0,0.0
89,8,3.0,0.0
89,7,1.0,0.0
89,6,7.0,0.0
89,6,1.0,0.0
89,4,1.0,0.0
89,3,2.0,0.0
90,24,5.0,5.0
90,24,2.0,2.0
90,22,5.0,5.0
90,20,8.0,8.0
90,19,6.0,6.0
90,19,5.0,5.0
90,19,4.0,4.0
90,19,1.0,1.0
90,17,7.0,7.0
90,17,5.0,5.0
90,17,3.0,3.0
90,16,3.0,3.0
90,15,7.0,7.0
90,14,8.0,8.0
90,13,3.0,3.0
90,13,2.0,2.0
90,12,1.0,1.0
90,11,7.0,7.0
90,9,6.0,6.0
90,9,6.0,6.0
90,9,2.0,2.0
90,8,3.0,3.0
90,8,3.0,3.0
90,8,1.0,1.0
90,7,3.0,0.0
90,5,3.0,0.0
90,4,8.0,0.0
90,4,7.0,0.0
90,4,5.0,0.0
90,4,1.0,0.0
90,3,11.0,0.0
90,3,4.0,0.0
90,3,2.0,0.0
90,2,3.0,0.0
94,23,1.0,1.0
94,22,2.0,2.0
94,20,1.0,1.0
94,15,6.0,6.0
94,14,4.0,4.0
94,13,3.0,3.0
94,11,9.0,9.0
94,11,1.0,1.0
94,10,9.0,0.0
94,9,3.0,0.0
94,4,6.0,0.0
94,4,3.0,0.0
94,2,1.0,0.0
97,24,7.0,7.0
97,24,2.0,2.0
97,24,2.0,2.0
97,23,4.0,4.0
97,23,1.0,1.0
97,22,1.0,1.0
97,21,6.0,6.0
97,20,1.0,1.0
97,17,2.0,2.0
97,17,2.0,2.0
97,17,1.0,1.0
97,15,7.0,7.0
97,14,5.0,5.0
97,14,2.0,2.0
97,14,1.0,1.0
97,13,2.0,2.0
97,13,1.0,1.0
97,10,7.0,0.0
97,10,1.0,0.0
97,10,1.0,0.0
97,6,2.0,0.0
99,24,6.0,6.0
99,24,5.0,5.0
99,24,5.0,5.0
99,22,1.0,1.0
99,21,3.0,3.0
99,18,9.0,9.0
99,18,8.0,8.0
99,18,7.0,7.0
99,18,3.0,3.0
99,18,1.0,1.0
99,14,7.0,7.0
99,14,2.0,2.0
99,12,8.0,0.0
99,12,6.0,0.0
99,11,2.0,0.0
99,10,6.0,0.0
99,10,1.0,0.0
99,9,6.0,0.0
99,8,1.0,0.0
99,5,9.0,0.0
99,3,5.0,0.0
99,2,9.0,0.0
100,22,2.0,2.0
100,20,7.0,7.0
100,18,7.0,7.0
100,18,6.0,6.0
100,18,5.0,5.0
100,18,2.0,2.0
100,16,5.0,5.0
100,15,9.0,9.0
100,13,2.0,2.0
100,11,5.0,0.0
100,10,8.0,0.0
100,9,2.0,0.0
100,8,9.0,0.0
100,8,6.0,0.0
100,8,2.0,0.0
100,7,10.0,0.0
100,6,4.0,0.0
100,4,5.0,0.0
100,4,4.0,0.0
102,22,8.0,8.0
102,22,4.0,4.0
102,20,4.0,4.0
102,19,8.0,8.0
102,19,3.0,3.0
102,18,3.0,3.0
102,16,1.0,1.0
102,14,2.0,2.0
102,12,2.0,0.0
102,11,8.0,0.0
102,7,2.0,0.0
102,6,5.0,0.0
102,6,3.0,0.0
102,4,13.0,0.0
102,4,3.0,0.0
102,3,3.0,0.0
102,2,7.0,0.0
102,2,2.0,0.0
103,22,3.0,3.0
103,21,8.0,8.0
103,20,9.0,9.0
103,20,1.0,1.0
103,18,5.0,5.0
103,16,7.0,7.0
103,15,7.0,7.0
103,14,3.0,0.0
103,14,3.0,0.0
103,14,3.0,0.0
103,12,4.0,0.0
103,11,6.0,0.0
103,9,5.0,0.0
103,6,10.0,0.0
103,5,12.0,0.0
103,4,3.0,0.0
103,4,3.0,0.0
103,3,5.0,0.0
103,3,2.0,0.0
103,2,2.0,0.0
104,24,15.0,15.0
104,21,11.0,11.0
104,19,4.0,4.0
104,18,7.0,7.0
104,18,6.0,6.0
104,18,2.0,2.0
104,18,1.0,1.0
104,17,4.0,4.0
104,17,4.0,4.0
104,17,3.0,3.0
104,16,5.0,5.0
104,16,3.0,3.0
104,12,7.0,0.0
104,12,2.0,0.0
104,11,3.0,0.0
104,11,1.0,0.0
104,9,5.0,0.0
104,9,1.0,0.0
104,8,6.0,0.0
104,8,3.0,0.0
104,7,4.0,0.0
105,24,2.0,2.0
105,21,6.0,6.0
105,20,4.0,4.0
105,19,6.0,6.0
105,19,1.0,1.0
105,18,7.0,7.0
105,13,6.0,0.0
105,13,5.0,0.0
105,13,5.0,0.0
105,12,7.0,0.0
105,12,6.0,0.0
105,11,4.0,0.0
105,11,2.0,0.0
105,9,1.0,0.0
105,8,2.0,0.0
105,2,3.0,0.0
105,2,2.0,0.0
107,24,8.0,8.0
107,24,5.0,5.0
107,24,2.0,2.0
107,23,1.0,1.0
107,20,9.0,9.0
107,20,3.0,3.0
107,14,1.0,0.0
107,13,5.0,0.0
107,12,3.0,0.0
107,8,6.0,0.0
107,7,2.0,0.0
107,6,7.0,0.0
107,4,6.0,0.0
107,4,4.0,0.0
107,2,5.0,0.0
107,2,2.0,0.0
109,19,7.0,7.0
109,17,4.0,4.0
109,13,2.0,0.0
109,12,10.0,0.0
109,12,6.0,0.0
109,9,3.0,0.0
109,8,10.0,0.0
109,7,10.0,0.0
109,7,8.0,0.0
109,7,1.0,0.0
109,5,4.0,0.0
109,2,3.0,0.0
109,2,3.0,0.0
109,2,1.0,0.0
110,24,7.0,7.0
110,24,6.0,6.0
110,21,13.0,13.0
110,21,4.0,4.0
110,19,4.0,4.0
110,19,3.0,3.0
110,19,1.0,1.0
110,17,2.0,2.0
110,16,6.0,6.0
110,15,16.0,16.0
110,12,8.0,0.0
110,10,1.0,0.0
110,9,6.0,0.0
110,7,3.0,0.0
110,5,3.0,0.0
110,4,3.0,0.0
110,2,2.0,0.0
112,24,5.0,5.0
112,24,1.0,1.0
112,23,2.0,2.0
112,23,1.0,1.0
112,22,13.0,13.0
112,21,7.0,7.0
112,19,8.0,8.0
112,19,2.0,2.0
112,17,4.0,4.0
112,17,3.0,3.0
112,16,8.0,8.0
112,16,5.0,5.0
112,16,4.0,4.0
112,16,2.0,2.0
112,15,6.0,6.0
112,14,6.0,6.0
112,14,4.0,2.9079729439188373
112,13,5.0,0.0
112,13,1.0,0.0
112,11,8.0,0.0
112,11,3.0,0.0
112,10,4.0,0.0
112,10,4.0,0.0
112,9,1.0,0.0
112,8,5.0,0.0
112,6,2.0,0.0
112,6,2.0,0.0
112,6,1.0,0.0
112,5,1.0,0.0
112,4,3.0,0.0
112,3,6.0,0.0
113,24,5.0,5.0
113,18,12.0,12.0
113,16,15.0,15.0
113,15,3.0,3.0
113,15,1.0,1.0
113,12,8.0,0.0
113,9,12.0,0.0
113,8,2.0,0.0
113,6,4.0,0.0
113,6,4.0,0.0
113,3,6.0,0.0
114,24,6.0,6.0
114,23,10.0,10.0
114,23,6.0,6.0
114,23,5.0,5.0
114,22,7.0,7.0
114,22,3.0,3.0
114,21,5.0,5.0
114,21,4.0,4.0
114,20,3.0,3.0
114,20,2.0,2.0
114,19,2.0,2.0
114,17,1.0,1.0
114,15,10.0,10.0
114,15,3.0,3.0
114,13,11.0,0.0
114,12,2.0,0.0
114,8,6.0,0.0
114,8,2.0,0.0
114,7,11.0,0.0
114,6,1.0,0.0
114,5,7.0,0.0
114,5,3.0,0.0
114,3,1.0,0.0
115,24,4.0,4.0
115,21,2.0,2.0
115,18,3.0,3.0
115,15,2.0,2.0
115,14,12.0,12.0
115,14,7.0,7.0
115,14,4.0,4.0
115,14,3.0,3.0
115,14,2.0,2.0
115,10,1.0,1.0
115,9,9.0,0.0
116,24,1.0,1.0
116,23,4.0,4.0
116,22,5.0,5.0
116,18,7.0,7.0
116,17,4.0,4.0
116,16,2.0,2.0
116,12,8.0,8.0
116,12,6.0,6.0
116,11,4.0,4.0
116,10,4.0,4.0
116,10,2.0,2.0
116,9,10.0,4.8063188535185395
116,9,5.0,0.0
116,9,3.0,0.0
116,7,4.0,0.0
116,7,3.0,0.0
116,5,6.0,0.0
116,4,1.0,0.0
116,2,6.0,0.0
117,23,4.0,4.0
117,22,7.0,7.0
117,22,5.0,5.0
117,22,4.0,4.0
117,19,5.0,5.0
117,15,1.0,1.0
117,14,5.0,5.0
117,14,3.0,3.0
117,11,1.0,0.0
117,9,2.0,0.0
117,5,5.0,0.0
118,24,1.0,1.0
118,22,6.0,6.0
118,22,4.0,4.0
118,20,13.0,13.0
118,20,2.0,2.0
118,18,5.0,5.0
118,17,9.0,9.0
118,16,7.0,7.0
118,16,3.0,3.0
118,16,2.0,2.0
118,14,2.0,2.0
118,13,13.0,0.0
118,13,6.0,0.0
118,13,5.0,0.0
118,11,4.0,0.0
118,10,1.0,0.0
118,9,3.0,0.0
118,6,10.0,0.0
118,4,2.0,0.0
118,3,1.0,0.0
118,2,12.0,0.0
120,24,4.0,4.0
120,24,4.0,4.0
120,18,6.0,6.0
120,14,6.0,6.0
120,14,6.0,6.0
120,11,3.0,3.0
120,10,2.0,2.0
120,10,1.0,1.0
120,9,4.0,4.0
120,7,4.0,4.0
120,6,7.0,0.0
120,4,5.0,0.0
120,4,2.0,0.0
120,3,8.0,0.0
120,3,6.0,0.0
121,24,9.0,9.0
121,24,2.0,2.0
121,24,1.0,1.0
121,21,5.0,5.0
121,21,2.0,2.0
121,21,1.0,1.0
121,20,10.0,10.0
121,20,3.0,3.0
121,19,11.0,11.0
121,18,2.0,2.0
121,17,4.0,4.0
121,17,2.0,2.0
121,16,3.0,3.0
121,15,8.0,8.0
121,15,5.0,5.0
121,15,1.0,1.0
121,13,4.0,4.0
121,13,2.0,2.0
121,12,2.0,2.0
121,11,4.0,4.0
121,11,2.0,2.0
121,10,12.0,12.0
121,10,8.0,8.0
121,9,1.0,1.0
121,8,7.0,7.0
121,8,6.0,4.735491224301331
121,7,2.0,0.0
121,6,2.0,0.0
121,5,6.0,0.0
121,5,4.0,0.0
121,4,7.0,0.0
121,3,6.0,0.0
121,3,3.0,0.0
121,2,4.0,0.0
122,24,6.0,6.0
122,24,6.0,6.0
122,22,4.0,4.0
122,20,4.0,4.0
122,17,7.0,7.0
122,17,6.0,6.0
122,17,5.0,5.0
122,16,4.0,4.0
122,15,1.0,1.0
122,12,3.0,3.0
122,12,3.0,3.0
122,11,5.0,5.0
122,11,4.0,4.0
122,11,2.0,2.0
122,6,5.0,0.0
122,4,6.0,0.0
122,2,4.0,0.0
122,2,3.0,0.0
123,24,3.0,3.0
123,23,2.0,2.0
123,21,6.0,6.0
123,20,7.0,7.0
123,20,2.0,2.0
123,20,2.0,2.0
123,19,4.0,4.0
123,18,8.0,8.0
123,18,1.0,1.0
123,17,6.0,6.0
123,16,5.0,5.0
123,14,6.0,6.0
123,13,11.0,11.0
123,12,4.0,4.0
123,12,1.0,1.0
123,11,12.0,12.0
123,11,1.0,1.0
123,10,8.0,8.0
123,10,6.0,6.0
123,9,1.0,0.0
123,4,2.0,0.0
123,4,1.0,0.0
123,3,4.0,0.0
126,24,3.0,3.0
126,24,2.0,2.0
126,23,1.0,1.0
126,22,8.0,8.0
126,21,10.0,10.0
126,21,7.0,7.0
126,20,14.0,14.0
126,20,7.0,7.0
126,20,5.0,5.0
126,19,14.0,14.0
126,19,7.0,7.0
126,18,2.0,2.0
126,17,9.0,9.0
126,17,7.0,7.0
126,16,3.0,3.0
126,15,7.0,7.0
126,15,7.0,7.0
126,15,5.0,5.0
126,15,1.0,1.0
126,14,3.0,3.0
126,14,3.0,3.0
126,12,3.0,3.0
126,11,5.0,0.0
126,9,7.0,0.0
126,7,12.0,0.0
126,7,4.0,0.0
126,6,6.0,0.0
126,5,4.0,0.0
126,5,2.0,0.0
126,5,1.0,0.0
126,4,7.0,0.0
126,2,7.0,0.0
126,2,1.0,0.0
127,22,7.0,7.0
127,21,5.0,5.0
127,21,5.0,5.0
127,20,2.0,2.0
127,19,8.0,8.0
127,18,2.0,2.0
127,17,3.0,3.0
127,16,2.0,2.0
127,15,3.0,3.0
127,15,2.0,2.0
127,10,2.0,0.0
127,8,10.0,0.0
127,8,4.0,0.0
127,8,3.0,0.0
127,8,2.0,0.0
127,7,1.0,0.0
127,5,4.0,0.0
127,5,3.0,0.0
127,4,2.0,0.0
127,3,9.0,0.0
128,23,4.0,4.0
128,20,7.0,7.0
128,20,4.0,4.0
128,19,1.0,1.0
128,19,1.0,1.0
128,17,10.0,10.0
128,17,4.0,4.0
128,15,5.0,5.0
128,14,14.0,14.0
128,14,9.0,9.0
128,12,4.0,4.0
128,11,10.0,0.0
128,10,6.0,0.0
128,9,6.0,0.0
128,8,5.0,0.0
128,7,1.0,0.0
128,6,7.0,0.0
128,3,6.0,0.0
128,2,8.0,0.0
129,24,8.0,8.0
129,24,1.0,1.0
129,23,5.0,5.0
129,23,3.0,3.0
129,22,2.0,2.0
129,22,2.0,2.0
129,21,6.0,6.0
129,19,3.0,3.0
129,17,10.0,10.0
129,16,11.0,11.0
129,15,4.0,4.0
129,14,6.0,6.0
129,12,6.0,6.0
129,11,3.0,0.0
129,10,7.0,0.0
129,9,5.0,0.0
129,9,4.0,0.0
129,9,2.0,0.0
129,8,4.0,0.0
129,6,4.0,0.0
129,5,2.0,0.0
130,24,11.0,11.0
130,24,4.0,4.0
130,23,2.0,2.0
130,21,5.0,5.0
130,20,2.0,2.0
130,18,4.0,4.0
130,18,3.0,3.0
130,17,3.0,3.0
130,16,8.0,8.0
130,16,6.0,6.0
130,16,2.0,2.0
130,15,5.0,5.0
130,15,3.0,3.0
130,15,3.0,3.0
130,14,12.0,12.0
130,14,4.0,4.0
130,14,2.0,2.0
130,11,6.0,0.0
130,11,2.0,0.0
130,10,7.0,0.0
130,10,6.0,0.0
130,8,4.0,0.0
130,7,5.0,0.0
130,4,5.0,0.0
130,4,3.0,0.0
130,3,6.0,0.0
131,24,5.0,5.0
131,23,4.0,4.0
131,21,3.0,3.0
131,21,1.0,1.0
131,20,9.0,9.0
131,18,13.0,13.0
131,18,1.0,1.0
131,17,7.0,7.0
131,16,2.0,2.0
131,16,1.0,1.0
131,15,4.0,4.0
131,13,3.0,3.0
131,11,8.0,0.0
131,11,4.0,0.0
131,9,8.0,0.0
131,9,4.0,0.0
131,8,10.0,0.0
131,8,4.0,0.0
131,8,3.0,0.0
131,8,3.0,0.0
131,8,3.0,0.0
131,8,2.0,0.0
131,6,2.0,0.0
131,5,6.0,0.0
131,4,8.0,0.0
131,3,14.0,0.0
131,3,1.0,0.0
131,2,1.0,0.0
132,23,11.0,11.0
132,23,2.0,2.0
132,22,2.0,2.0
132,22,2.0,2.0
132,22,1.0,1.0
132,21,8.0,8.0
132,21,1.0,1.0
132,19,8.0,8.0
132,19,7.0,7.0
132,19,6.0,6.0
132,18,2.0,2.0
132,17,4.0,4.0
132,12,6.0,6.0
132,11,11.0,0.0
132,11,2.0,0.0
132,10,5.0,0.0
132,10,2.0,0.0
132,5,9.0,0.0
132,5,4.0,0.0
132,4,5.0,0.0
132,3,6.0,0.0
133,23,10.0,10.0
133,22,1.0,1.0
133,21,4.0,4.0
133,21,2.0,2.0
133,21,2.0,2.0
133,21,1.0,1.0
133,20,4.0,4.0
133,20,3.0,3.0
133,20,1.0,1.0
133,19,5.0,5.0
133,19,1.0,1.0
133,18,3.0,3.0
133,17,4.0,4.0
133,16,9.0,9.0
133,16,4.0,4.0
133,16,2.0,2.0
133,16,2.0,2.0
133,16,1.0,1.0
133,15,2.0,2.0
133,14,2.0,2.0
133,13,2.0,2.0
133,12,1.0,1.0
133,11,7.0,0.0
133,11,6.0,0.0
133,9,9.0,0.0
133,9,4.0,0.0
133,7,8.0,0.0
133,6,1.0,0.0
133,5,4.0,0.0
133,5,2.0,0.0
133,2,10.0,0.0
134,24,6.0,6.0
134,24,2.0,2.0
134,24,2.0,2.0
134,21,4.0,4.0
134,20,4.0,4.0
134,20,3.0,3.0
134,19,2.0,2.0
134,18,3.0,3.0
134,17,7.0,7.0
134,17,4.0,4.0
134,16,7.0,7.0
134,14,5.0,5.0
134,14,2.0,2.0
134,13,7.0,7.0
134,13,6.0,6.0
134,12,1.0,1.0
134,11,10.0,0.0
134,11,8.0,0.0
134,10,8.0,0.0
134,10,1.0,0.0
134,8,6.0,0.0
134,8,6.0,0.0
134,8,6.0,0.0
134,8,3.0,0.0
134,7,6.0,0.0
134,6,3.0,0.0
134,5,1.0,0.0
134,4,5.0,0.0
134,4,2.0,0.0
134,2,1.0,0.0
135,24,12.0,12.0
135,22,5.0,5.0
135,20,6.0,6.0
135,20,5.0,5.0
135,20,3.0,3.0
135,18,6.0,6.0
135,16,2.0,2.0
135,16,2.0,2.0
135,15,1.0,1.0
135,12,4.0,4.0
135,11,5.0,5.0
135,10,2.0,0.0
135,10,2.0,0.0
135,8,13.0,0.0
135,7,4.0,0.0
135,6,7.0,0.0
135,6,4.0,0.0
135,4,2.0,0.0
136,24,3.0,3.0
136,21,5.0,5.0
136,21,2.0,2.0
136,21,1.0,1.0
136,21,1.0,1.0
136,18,2.0,2.0
136,17,9.0,9.0
136,16,5.0,5.0
136,15,8.0,8.0
136,13,5.0,5.0
136,13,1.0,1.0
136,11,11.0,11.0
136,11,3.0,3.0
136,11,2.0,2.0
136,10,2.0,0.0
136,9,9.0,0.0
136,5,4.0,0.0
136,4,4.0,0.0
136,2,10.0,0.0
137,23,9.0,9.0
137,22,2.0,2.0
137,22,2.0,2.0
137,21,2.0,2.0
137,20,2.0,2.0
137,19,6.0,6.0
137,14,4.0,4.0
137,13,3.0,3.0
137,12,1.0,1.0
137,10,8.0,0.0
137,7,7.0,0.0
137,7,4.0,0.0
137,5,10.0,0.0
137,4,8.0,0.0
137,4,2.0,0.0
137,3,8.0,0.0
137,2,1.0,0.0
139,22,11.0,11.0
139,21,5.0,5.0
139,21,5.0,5.0
139,20,8.0,8.0
139,20,1.0,1.0
139,18,8.0,8.0
139,18,6.0,6.0
139,17,3.0,3.0
139,17,1.0,1.0
139,16,11.0,11.0
139,16,6.0,6.0
139,16,3.0,3.0
139,16,2.0,2.0
139,15,5.0,5.0
139,15,2.0,2.0
139,14,3.0,3.0
139,13,9.0,9.0
139,13,2.0,2.0
139,12,1.0,1.0
139,12,1.0,1.0
139,10,3.0,3.0
139,9,6.0,6.0
139,8,3.0,0.0
139,8,2.0,0.0
139,7,9.0,0.0
139,6,6.0,0.0
139,5,14.0,0.0
139,4,6.0,0.0
139,3,13.0,0.0
139,2,13.0,0.0
139,2,8.0,0.0
139,2,6.0,0.0
140,22,9.0,9.0
140,22,3.0,3.0
140,19,3.0,3.0
140,18,3.0,3.0
140,17,1.0,1.0
140,16,4.0,4.0
140,15,2.0,2.0
140,13,7.0,7.0
140,10,1.0,1.0
140,8,3.0,0.0
140,7,1.0,0.0
140,6,12.0,0.0
140,5,6.0,0.0
140,4,1.0,0.0
142,23,12.0,12.0
142,23,2.0,2.0
142,23,2.0,2.0
142,22,4.0,4.0
142,22,2.0,2.0
142,21,4.0,4.0
142,21,1.0,1.0
142,20,5.0,5.0
142,19,4.0,4.0
142,18,7.0,7.0
142,16,4.0,4.0
142,13,3.0,0.0
142,12,4.0,0.0
142,10,6.0,0.0
142,10,3.0,0.0
142,8,5.0,0.0
142,8,1.0,0.0
142,7,10.0,0.0
142,7,7.0,0.0
142,7,5.0,0.0
142,6,4.0,0.0
142,5,3.0,0.0
142,4,10.0,0.0
142,4,2.0,0.0
142,4,1.0,0.0
142,3,5.0,0.0
142,3,1.0,0.0
142,2,2.0,0.0
144,24,2.0,2.0
144,22,4.0,4.0
144,21,2.0,2.0
144,19,10.0,10.0
144,19,1.0,1.0
144,18,11.0,11.0
144,18,5.0,5.0
144,18,5.0,5.0
144,16,6.0,6.0
144,16,2.0,2.0
144,15,5.0,5.0
144,14,9.0,9.0
144,13,4.0,4.0
144,12,1.0,1.0
144,12,1.0,1.0
144,11,3.0,0.0
144,11,1.0,0.0
144,9,3.0,0.0
144,8,9.0,0.0
144,8,2.0,0.0
144,7,4.0,0.0
144,3,14.0,0.0
144,3,3.0,0.0
145,23,4.0,4.0
145,22,4.0,4.0
145,22,2.0,2.0
145,21,7.0,7.0
145,21,4.0,4.0
145,20,3.0,3.0
145,20,2.0,2.0
145,18,2.0,2.0
145,17,5.0,5.0
145,16,6.0,6.0
145,16,2.0,2.0
145,15,2.0,2.0
145,14,7.0,7.0
145,11,4.0,4.0
145,10,4.0,4.0
145,10,1.0,1.0
145,8,3.0,3.0
145,7,6.0,6.0
145,7,2.0,2.0
145,6,10.0,10.0
145,6,1.0,1.0
145,5,6.0,6.0
145,5,4.0,4.0
145,3,10.0,10.0
145,3,3.0,3.0
145,2,6.0,6.0
145,2,1.0,1.0
148,23,1.0,1.0
148,21,3.0,3.0
148,20,5.0,5.0
148,19,4.0,4.0
148,19,3.0,3.0
148,18,11.0,11.0
