From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Lim MVA A,Lim MVA B,Lim MVA C
209,3,198,3,1,Closed,Transformer,YES,0.026,0.211,0.0,260.0,0.0,0.0
211,3,212,3,1,Closed,Transformer,YES,0.003,0.0122,0.0,260.0,0.0,0.0
212,3,215,3,1,Closed,Line,NO,0.0139,0.0778,0.086,260.0,0.0,0.0
213,3,214,3,1,Closed,Transformer,YES,0.0025,0.038,0.0,520.0,0.0,0.0
214,3,215,3,1,Closed,Line,NO,0.0017,0.0185,0.02,520.0,0.0,0.0
214,3,242,3,1,Closed,Line,NO,0.0015,0.0108,0.002,260.0,0.0,0.0
215,3,216,3,1,Closed,Line,NO,0.0045,0.0249,0.026,520.0,0.0,0.0
216,3,217,3,1,Closed,Line,NO,0.004,0.0497,0.018,520.0,0.0,0.0
217,3,218,3,1,Closed,Line,NO,0.0,0.0456,0.0,520.0,0.0,0.0
217,3,219,3,1,Closed,Line,NO,0.0005,0.0177,0.02,260.0,0.0,0.0
217,3,220,3,1,Closed,Line,NO,0.0027,0.0395,0.832,260.0,0.0,0.0
218,3,219,3,1,Closed,Transformer,YES,0.001,0.0354,0.0,520.0,0.0,0.0
218,3,220,3,1,Closed,Line,NO,0.0037,0.0484,0.43,260.0,0.0,0.0
219,3,237,3,1,Closed,Line,NO,0.0003,0.0018,5.2,520.0,0.0,0.0
220,3,221,3,1,Closed,Line,NO,0.001,0.0295,0.503,260.0,0.0,0.0
220,3,238,3,1,Closed,Line,NO,0.0016,0.0046,0.402,520.0,0.0,0.0
221,3,223,3,1,Closed,Line,NO,0.0003,0.0013,1.0,260.0,0.0,0.0
222,3,237,3,1,Closed,Transformer,YES,0.0014,0.0514,0.0,260.0,0.0,0.0
223,3,224,3,1,Closed,Transformer,YES,0.0012,0.0195,0.0,520.0,0.0,0.0
224,3,225,3,1,Closed,Line,NO,0.01,0.064,0.48,520.0,0.0,0.0
224,3,226,3,1,Closed,Line,NO,0.0019,0.0081,0.86,260.0,0.0,0.0
226,3,231,3,1,Closed,Line,NO,0.0005,0.0212,0.0,260.0,0.0,0.0
227,3,231,3,1,Closed,Transformer,YES,0.0009,0.0472,0.0,520.0,0.0,0.0
228,3,229,3,1,Closed,Line,NO,0.0019,0.0087,1.28,260.0,0.0,0.0
228,3,231,3,1,Closed,Line,NO,0.0026,0.0917,0.0,260.0,0.0,0.0
228,3,234,3,1,Closed,Line,NO,0.0013,0.0288,0.81,260.0,0.0,0.0
229,3,230,3,1,Closed,Transformer,YES,0.001,0.0332,0.0,520.0,0.0,0.0
231,3,232,3,1,Closed,Line,NO,0.0002,0.0069,1.364,260.0,0.0,0.0
231,3,237,3,1,Closed,Line,NO,0.0001,0.0006,3.57,520.0,0.0,0.0
232,3,233,3,1,Closed,Line,NO,0.0017,0.0485,0.0,260.0,0.0,0.0
234,3,235,3,1,Closed,Line,NO,0.0002,0.0259,0.144,520.0,0.0,0.0
234,3,236,3,1,Closed,Transformer,YES,0.0005,0.016,0.0,260.0,0.0,0.0
234,3,237,3,1,Closed,Line,NO,0.0006,0.0272,0.0,260.0,0.0,0.0
235,3,238,3,1,Closed,Line,NO,0.0002,0.0006,0.8,260.0,0.0,0.0
238,3,239,3,1,Closed,Transformer,YES,0.0005,0.016,0.0,520.0,0.0,0.0
240,3,281,3,1,Closed,Line,NO,0.0003,0.0043,0.009,260.0,0.0,0.0
241,3,237,3,1,Closed,Transformer,YES,0.0005,0.0154,0.0,260.0,0.0,0.0
242,3,245,3,1,Closed,Line,NO,0.0082,0.0851,0.0,520.0,0.0,0.0
242,3,247,3,1,Closed,Line,NO,0.0112,0.0723,0.0,260.0,0.0,0.0
243,3,244,3,1,Closed,Line,NO,0.0127,0.0355,0.0,260.0,0.0,0.0
243,3,245,3,1,Closed,Line,NO,0.0326,0.1804,0.0,260.0,0.0,0.0
244,3,246,3,1,Closed,Line,NO,0.0195,0.0551,0.0,260.0,0.0,0.0
245,3,246,3,1,Closed,Line,NO,0.0157,0.0732,0.0,260.0,0.0,0.0
245,3,247,3,1,Closed,Line,NO,0.036,0.2119,0.0,260.0,0.0,0.0
246,3,247,3,1,Closed,Line,NO,0.0268,0.1285,0.0,260.0,0.0,0.0
247,3,248,3,1,Closed,Line,NO,0.0428,0.1215,0.0,260.0,0.0,0.0
248,3,249,3,1,Closed,Line,NO,0.0351,0.1004,0.0,260.0,0.0,0.0
249,3,250,3,1,Closed,Line,NO,0.0616,0.1857,0.0,520.0,0.0,0.0
7001,1,1,1,1,Closed,Transformer,YES,0.0,0.01953,0.0,520.0,0.0,0.0
7002,1,2,1,1,Closed,Transformer,YES,0.001,0.0146,0.0,520.0,0.0,0.0
7003,1,3,1,1,Closed,Transformer,YES,0.0,0.01054,0.0,520.0,0.0,0.0
7011,1,11,1,1,Closed,Transformer,YES,0.0,0.01923,0.0,520.0,0.0,0.0
7012,1,12,1,1,Closed,Transformer,YES,0.0,0.0312,0.0,260.0,0.0,0.0
7017,1,17,1,1,Closed,Transformer,YES,0.0,0.01654,0.0,260.0,0.0,0.0
7023,1,23,1,1,Closed,Transformer,YES,0.0,0.023,0.0,520.0,0.0,0.0
7024,1,24,1,1,Closed,Transformer,YES,0.0,0.0289,0.0,260.0,0.0,0.0
7039,1,39,1,1,Closed,Transformer,YES,0.0,0.03159,0.0,260.0,0.0,0.0
7044,1,44,1,1,Closed,Transformer,YES,0.0,0.18181,0.0,520.0,0.0,0.0
7049,1,49,1,1,Closed,Transformer,YES,0.0,0.0124,0.0,260.0,0.0,0.0
7055,1,55,1,1,Closed,Transformer,YES,0.0,0.19607,0.0,520.0,0.0,0.0
7057,1,57,1,1,Closed,Transformer,YES,0.0,0.05347,0.0,260.0,0.0,0.0
7061,1,61,1,1,Closed,Transformer,YES,0.0,0.0238,0.0,260.0,0.0,0.0
7062,1,62,1,1,Closed,Transformer,YES,0.0,0.03214,0.0,260.0,0.0,0.0
7071,1,71,1,1,Closed,Transformer,YES,0.0,0.06896,0.0,520.0,0.0,0.0
7130,2,130,2,1,Closed,Transformer,YES,0.0,0.0193,0.0,260.0,0.0,0.0
7139,2,139,2,1,Closed,Transformer,YES,0.0,0.0167,0.0,260.0,0.0,0.0
7166,2,166,2,1,Closed,Transformer,YES,0.0,0.0154,0.0,260.0,0.0,0.0
9001,1,9005,1,1,Closed,Line,NO,0.0008,0.00348,0.0,260.0,0.0,0.0
9001,1,9006,1,1,Closed,Transformer,YES,0.02439,0.43682,0.0,520.0,0.0,0.0
9001,1,9012,1,1,Closed,Transformer,YES,0.03624,0.64898,0.0,520.0,0.0,0.0
9002,1,9012,1,1,Closed,Line,NO,0.07622,0.43286,0.0,520.0,0.0,0.0
9002,1,9012,1,2,Closed,Line,NO,0.07622,0.43286,0.0,260.0,0.0,0.0
9002,1,9021,1,1,Closed,Line,NO,0.0537,0.07026,0.0,520.0,0.0,0.0
9002,1,9024,1,1,Closed,Transformer,YES,0.50748,3.2202,0.0,260.0,0.0,0.0
9003,1,9006,1,1,Closed,Line,NO,0.11118,0.49332,0.0,520.0,0.0,0.0
9003,1,9006,1,2,Closed,Line,NO,0.11118,0.49332,0.0,260.0,0.0,0.0
9003,1,9007,1,1,Closed,Line,NO,0.0558,0.24666,0.0,260.0,0.0,0.0
9003,1,9031,1,1,Closed,Transformer,YES,0.73633,4.6724,0.0,260.0,0.0,0.0
9003,1,9032,1,1,Closed,Transformer,YES,0.76978,4.8846,0.0,260.0,0.0,0.0
9003,1,9033,1,1,Closed,Transformer,YES,0.75732,4.8056,0.0,520.0,0.0,0.0
9003,1,9034,1,1,Closed,Transformer,YES,0.13006,1.3912,0.0,520.0,0.0,0.0
9003,1,9035,1,1,Closed,Transformer,YES,0.54484,3.4572,0.0,260.0,0.0,0.0
9003,1,9036,1,1,Closed,Transformer,YES,0.15426,1.6729,0.0,260.0,0.0,0.0
9003,1,9037,1,1,Closed,Transformer,YES,0.3849,2.5712,0.0,520.0,0.0,0.0
9003,1,9038,1,1,Closed,Transformer,YES,0.4412,2.9668,0.0,520.0,0.0,0.0
9003,1,9044,1,1,Closed,Line,NO,0.07378,0.06352,0.0,260.0,0.0,0.0
9004,1,9041,1,1,Closed,Transformer,YES,0.36614,2.456,0.0,520.0,0.0,0.0
9004,1,9042,1,1,Closed,Transformer,YES,1.0593,5.4536,0.0,520.0,0.0,0.0
9004,1,9043,1,1,Closed,Transformer,YES,0.1567,1.6994,0.0,520.0,0.0,0.0
9004,1,9044,1,1,Closed,Line,NO,0.03832,0.02894,0.0,520.0,0.0,0.0
9005,1,9051,1,1,Closed,Transformer,YES,0.01578,0.37486,0.0,520.0,0.0,0.0
9005,1,9052,1,1,Closed,Transformer,YES,0.01578,0.37486,0.0,520.0,0.0,0.0
9005,1,9053,1,1,Closed,Transformer,YES,0.01602,0.38046,0.0,520.0,0.0,0.0
9005,1,9054,1,1,Closed,Transformer,YES,0.0,0.152,0.0,260.0,0.0,0.0
9005,1,9055,1,1,Closed,Transformer,YES,0.0,0.8,0.0,260.0,0.0,0.0
9006,1,9007,1,1,Closed,Line,NO,0.05558,0.24666,0.0,260.0,0.0,0.0
9007,1,9071,1,1,Closed,Transformer,YES,0.4412,2.9668,0.0,520.0,0.0,0.0
9007,1,9072,1,1,Closed,Transformer,YES,0.30792,2.057,0.0,520.0,0.0,0.0
9012,1,9121,1,1,Closed,Line,NO,0.23552,0.99036,0.0,260.0,0.0,0.0
9021,1,9022,1,1,Closed,Transformer,YES,0.44364,2.8152,0.0,260.0,0.0,0.0
9021,1,9023,1,1,Closed,Line,NO,1.1068,0.95278,0.0,520.0,0.0,0.0
9023,1,9025,1,1,Closed,Transformer,YES,0.66688,3.944,0.0,520.0,0.0,0.0
9023,1,9026,1,1,Closed,Transformer,YES,0.6113,3.6152,0.0,520.0,0.0,0.0
9053,1,9533,1,1,Closed,Transformer,YES,0.0,0.75,0.0,260.0,0.0,0.0
